,city,estimate,variant,frac
2021-06-06,Lugano (TI),MSE,B.1.1.7,0.9038247041357615
2021-06-07,Lugano (TI),MSE,B.1.1.7,0.9043371958117732
2021-06-08,Lugano (TI),MSE,B.1.1.7,0.9064895892017734
2021-05-26,Lugano (TI),MSE,B.1.1.7,0.8782212632752769
2021-05-27,Lugano (TI),MSE,B.1.1.7,0.8900221142001458
2021-05-29,Lugano (TI),MSE,B.1.1.7,0.9058206470348957
2021-05-31,Lugano (TI),MSE,B.1.1.7,0.9105004090844396
2021-06-01,Lugano (TI),MSE,B.1.1.7,0.909723178705543
2021-05-19,Lugano (TI),MSE,B.1.1.7,0.838590676817106
2021-05-21,Lugano (TI),MSE,B.1.1.7,0.8295703943059287
2021-05-22,Lugano (TI),MSE,B.1.1.7,0.8334807906939049
2021-05-23,Lugano (TI),MSE,B.1.1.7,0.841869929414067
2021-05-24,Lugano (TI),MSE,B.1.1.7,0.8530885101135038
2021-05-25,Lugano (TI),MSE,B.1.1.7,0.8655937300696089
2021-05-12,Lugano (TI),MSE,B.1.1.7,0.9302062210995761
2021-05-13,Lugano (TI),MSE,B.1.1.7,0.9215029331733838
2021-05-14,Lugano (TI),MSE,B.1.1.7,0.9099951248278428
2021-05-15,Lugano (TI),MSE,B.1.1.7,0.8961837760066054
2021-05-16,Lugano (TI),MSE,B.1.1.7,0.8808658313660882
2021-05-17,Lugano (TI),MSE,B.1.1.7,0.8651377780884394
2021-05-18,Lugano (TI),MSE,B.1.1.7,0.8504528954752316
2021-02-01,Lugano (TI),MSE,B.1.1.7,0.3908625271203709
2021-02-02,Lugano (TI),MSE,B.1.1.7,0.3899106468364912
2021-02-03,Lugano (TI),MSE,B.1.1.7,0.38950968649974876
2021-02-04,Lugano (TI),MSE,B.1.1.7,0.3893920172856371
2021-02-05,Lugano (TI),MSE,B.1.1.7,0.3892598261747811
2021-02-06,Lugano (TI),MSE,B.1.1.7,0.38885382743403923
2021-02-07,Lugano (TI),MSE,B.1.1.7,0.38800634198847717
2021-02-08,Lugano (TI),MSE,B.1.1.7,0.3866763695717595
2021-02-09,Lugano (TI),MSE,B.1.1.7,0.3849699604700833
2021-02-10,Lugano (TI),MSE,B.1.1.7,0.3831533700266841
2021-02-11,Lugano (TI),MSE,B.1.1.7,0.38167544165979567
2021-02-12,Lugano (TI),MSE,B.1.1.7,0.3811861613663125
2021-02-13,Lugano (TI),MSE,B.1.1.7,0.3826343360335987
2021-02-14,Lugano (TI),MSE,B.1.1.7,0.38739991176952404
2021-02-15,Lugano (TI),MSE,B.1.1.7,0.3974563794739763
2021-02-16,Lugano (TI),MSE,B.1.1.7,0.41539899696657895
2021-02-17,Lugano (TI),MSE,B.1.1.7,0.44395333898920586
2021-02-18,Lugano (TI),MSE,B.1.1.7,0.4845021386509755
2021-02-19,Lugano (TI),MSE,B.1.1.7,0.5350089854808341
2021-02-20,Lugano (TI),MSE,B.1.1.7,0.5894818278951353
2021-02-21,Lugano (TI),MSE,B.1.1.7,0.6406692786691784
2021-02-22,Lugano (TI),MSE,B.1.1.7,0.6838603146317069
2021-02-23,Lugano (TI),MSE,B.1.1.7,0.7178762949728054
2021-02-24,Lugano (TI),MSE,B.1.1.7,0.7437676737805378
2021-02-25,Lugano (TI),MSE,B.1.1.7,0.7633228672523186
2021-02-26,Lugano (TI),MSE,B.1.1.7,0.7783442083218368
2021-02-27,Lugano (TI),MSE,B.1.1.7,0.7904616242621108
2021-02-28,Lugano (TI),MSE,B.1.1.7,0.8010761681855831
2021-03-01,Lugano (TI),MSE,B.1.1.7,0.8112125906780044
2021-03-02,Lugano (TI),MSE,B.1.1.7,0.8213741432353263
2021-03-03,Lugano (TI),MSE,B.1.1.7,0.831552281325955
2021-03-04,Lugano (TI),MSE,B.1.1.7,0.8413224316937866
2021-03-05,Lugano (TI),MSE,B.1.1.7,0.8501619727025582
2021-03-06,Lugano (TI),MSE,B.1.1.7,0.857641906145175
2021-03-07,Lugano (TI),MSE,B.1.1.7,0.8634784374887844
2021-03-08,Lugano (TI),MSE,B.1.1.7,0.8675295742596549
2021-03-09,Lugano (TI),MSE,B.1.1.7,0.8698202720819329
2021-03-10,Lugano (TI),MSE,B.1.1.7,0.8706128299532423
2021-03-11,Lugano (TI),MSE,B.1.1.7,0.8704850712762332
2021-03-12,Lugano (TI),MSE,B.1.1.7,0.8703458642010549
2021-03-13,Lugano (TI),MSE,B.1.1.7,0.8714321622046354
2021-03-14,Lugano (TI),MSE,B.1.1.7,0.8750972761565923
2021-03-15,Lugano (TI),MSE,B.1.1.7,0.8824944457411309
2021-03-16,Lugano (TI),MSE,B.1.1.7,0.8940894395081
2021-03-17,Lugano (TI),MSE,B.1.1.7,0.9091289749103861
2021-03-18,Lugano (TI),MSE,B.1.1.7,0.9254997523565838
2021-03-19,Lugano (TI),MSE,B.1.1.7,0.9404363250979724
2021-03-20,Lugano (TI),MSE,B.1.1.7,0.9517936501876624
2021-03-21,Lugano (TI),MSE,B.1.1.7,0.9588381353384764
2021-03-22,Lugano (TI),MSE,B.1.1.7,0.9620176540114371
2021-03-23,Lugano (TI),MSE,B.1.1.7,0.9622300062220387
2021-03-24,Lugano (TI),MSE,B.1.1.7,0.9602712673603545
2021-03-25,Lugano (TI),MSE,B.1.1.7,0.9566589497696685
2021-03-26,Lugano (TI),MSE,B.1.1.7,0.9517140462823848
2021-03-27,Lugano (TI),MSE,B.1.1.7,0.9457575354067576
2021-03-28,Lugano (TI),MSE,B.1.1.7,0.9393037187817568
2021-03-29,Lugano (TI),MSE,B.1.1.7,0.9331242592124087
2021-03-30,Lugano (TI),MSE,B.1.1.7,0.9281027709447262
2021-03-31,Lugano (TI),MSE,B.1.1.7,0.9249598475779786
2021-04-01,Lugano (TI),MSE,B.1.1.7,0.9240508169989514
2021-04-02,Lugano (TI),MSE,B.1.1.7,0.9253483770429748
2021-04-03,Lugano (TI),MSE,B.1.1.7,0.9285455002838364
2021-04-04,Lugano (TI),MSE,B.1.1.7,0.9331650254344609
2021-04-05,Lugano (TI),MSE,B.1.1.7,0.9386319949939214
2021-04-06,Lugano (TI),MSE,B.1.1.7,0.9443311052172904
2021-04-14,Lugano (TI),MSE,B.1.1.7,0.959076062783481
2021-04-15,Lugano (TI),MSE,B.1.1.7,0.9571296546543602
2021-04-16,Lugano (TI),MSE,B.1.1.7,0.9548526910023216
2021-04-17,Lugano (TI),MSE,B.1.1.7,0.952412217434045
2021-04-18,Lugano (TI),MSE,B.1.1.7,0.9499139962413001
2021-04-19,Lugano (TI),MSE,B.1.1.7,0.9473744080436846
2021-04-20,Lugano (TI),MSE,B.1.1.7,0.9447242382445415
2021-04-21,Lugano (TI),MSE,B.1.1.7,0.9418489835425722
2021-04-22,Lugano (TI),MSE,B.1.1.7,0.9386501169637612
2021-04-23,Lugano (TI),MSE,B.1.1.7,0.9351001619486148
2021-04-24,Lugano (TI),MSE,B.1.1.7,0.931265814316983
2021-04-25,Lugano (TI),MSE,B.1.1.7,0.9272872038044145
2021-04-26,Lugano (TI),MSE,B.1.1.7,0.9233234450945408
2021-04-27,Lugano (TI),MSE,B.1.1.7,0.9194955563297387
2021-04-28,Lugano (TI),MSE,B.1.1.7,0.9158673189154091
2021-04-29,Lugano (TI),MSE,B.1.1.7,0.9124875608558423
2021-04-30,Lugano (TI),MSE,B.1.1.7,0.9094810203010048
2021-05-01,Lugano (TI),MSE,B.1.1.7,0.9071387256820332
2021-05-02,Lugano (TI),MSE,B.1.1.7,0.9059429727522931
2021-05-03,Lugano (TI),MSE,B.1.1.7,0.9064718048421714
2021-05-04,Lugano (TI),MSE,B.1.1.7,0.9091705409454282
2021-04-07,Lugano (TI),MSE,B.1.1.7,0.9496807688868167
2021-05-05,Lugano (TI),MSE,B.1.1.7,0.9140611045813545
2021-04-08,Lugano (TI),MSE,B.1.1.7,0.9542202996205543
2021-05-06,Lugano (TI),MSE,B.1.1.7,0.9205520275751666
2021-04-09,Lugano (TI),MSE,B.1.1.7,0.9576727815077009
2021-05-07,Lugano (TI),MSE,B.1.1.7,0.9274917886443157
2021-04-10,Lugano (TI),MSE,B.1.1.7,0.9599486746452397
2021-05-08,Lugano (TI),MSE,B.1.1.7,0.9333988022367978
2021-04-11,Lugano (TI),MSE,B.1.1.7,0.9610951960192975
2021-05-09,Lugano (TI),MSE,B.1.1.7,0.9372036540562088
2021-04-12,Lugano (TI),MSE,B.1.1.7,0.9612310141899264
2021-05-10,Lugano (TI),MSE,B.1.1.7,0.9381378954147963
2021-05-11,Lugano (TI),MSE,B.1.1.7,0.9358186681220921
2021-08-25,Lugano (TI),Wald_lower,B.1.1.7,-0.005585230949226697
2021-08-26,Lugano (TI),Wald_lower,B.1.1.7,-0.00571846625741019
2021-08-27,Lugano (TI),Wald_lower,B.1.1.7,-0.005891497436602217
2021-08-28,Lugano (TI),Wald_lower,B.1.1.7,-0.0061178870765430295
2021-08-29,Lugano (TI),Wald_lower,B.1.1.7,-0.006473975795185897
2021-08-30,Lugano (TI),Wald_lower,B.1.1.7,-0.006957298292791771
2021-08-31,Lugano (TI),Wald_lower,B.1.1.7,-0.007626372570514847
2021-08-18,Lugano (TI),Wald_lower,B.1.1.7,-0.005230168424026894
2021-08-19,Lugano (TI),Wald_lower,B.1.1.7,-0.005248608302807422
2021-08-20,Lugano (TI),Wald_lower,B.1.1.7,-0.005254507170696893
2021-08-21,Lugano (TI),Wald_lower,B.1.1.7,-0.005265233425388651
2021-08-22,Lugano (TI),Wald_lower,B.1.1.7,-0.00525324170277675
2021-08-23,Lugano (TI),Wald_lower,B.1.1.7,-0.005299707631225961
2021-08-24,Lugano (TI),Wald_lower,B.1.1.7,-0.005387866421607226
2021-08-11,Lugano (TI),Wald_lower,B.1.1.7,-0.005090326300410229
2021-08-12,Lugano (TI),Wald_lower,B.1.1.7,-0.005180262932548533
2021-08-13,Lugano (TI),Wald_lower,B.1.1.7,-0.005086377254226509
2021-08-14,Lugano (TI),Wald_lower,B.1.1.7,-0.005074428044086131
2021-08-15,Lugano (TI),Wald_lower,B.1.1.7,-0.005099438580681216
2021-08-16,Lugano (TI),Wald_lower,B.1.1.7,-0.005073804159060377
2021-08-17,Lugano (TI),Wald_lower,B.1.1.7,-0.005078614812508787
2021-08-04,Lugano (TI),Wald_lower,B.1.1.7,-0.0044856574581225665
2021-08-05,Lugano (TI),Wald_lower,B.1.1.7,-0.004786661904905846
2021-08-06,Lugano (TI),Wald_lower,B.1.1.7,-0.004712286633147855
2021-08-07,Lugano (TI),Wald_lower,B.1.1.7,-0.004861234313275332
2021-08-08,Lugano (TI),Wald_lower,B.1.1.7,-0.005017910252668581
2021-08-09,Lugano (TI),Wald_lower,B.1.1.7,-0.005028331577746674
2021-08-10,Lugano (TI),Wald_lower,B.1.1.7,-0.005109451892885567
2021-07-28,Lugano (TI),Wald_lower,B.1.1.7,-0.006782171831527687
2021-07-29,Lugano (TI),Wald_lower,B.1.1.7,-0.0061507097191516695
2021-07-30,Lugano (TI),Wald_lower,B.1.1.7,-0.005543011701923131
2021-07-31,Lugano (TI),Wald_lower,B.1.1.7,-0.0050136127254997494
2021-08-01,Lugano (TI),Wald_lower,B.1.1.7,-0.004718371426373694
2021-08-02,Lugano (TI),Wald_lower,B.1.1.7,-0.004491494126566199
2021-08-03,Lugano (TI),Wald_lower,B.1.1.7,-0.004286828981057771
2021-07-21,Lugano (TI),Wald_lower,B.1.1.7,-0.0027813972117378093
2021-07-22,Lugano (TI),Wald_lower,B.1.1.7,-0.004100119994706171
2021-07-23,Lugano (TI),Wald_lower,B.1.1.7,-0.005212901719738591
2021-07-24,Lugano (TI),Wald_lower,B.1.1.7,-0.006246964570871542
2021-07-25,Lugano (TI),Wald_lower,B.1.1.7,-0.007116994149708393
2021-07-26,Lugano (TI),Wald_lower,B.1.1.7,-0.007594918091049658
2021-07-27,Lugano (TI),Wald_lower,B.1.1.7,-0.007468943922686403
2021-07-15,Lugano (TI),Wald_lower,B.1.1.7,-0.007249681782901368
2021-07-16,Lugano (TI),Wald_lower,B.1.1.7,-0.006810282162413977
2021-07-17,Lugano (TI),Wald_lower,B.1.1.7,-0.006246096705671691
2021-07-18,Lugano (TI),Wald_lower,B.1.1.7,-0.005381225372991223
2021-07-19,Lugano (TI),Wald_lower,B.1.1.7,-0.003952252479259427
2021-07-20,Lugano (TI),Wald_lower,B.1.1.7,-0.0028759618564805182
2021-07-07,Lugano (TI),Wald_lower,B.1.1.7,0.05592047470731753
2021-07-08,Lugano (TI),Wald_lower,B.1.1.7,0.03873659818190304
2021-07-09,Lugano (TI),Wald_lower,B.1.1.7,0.023381140339950347
2021-07-10,Lugano (TI),Wald_lower,B.1.1.7,0.011150928108285114
2021-07-11,Lugano (TI),Wald_lower,B.1.1.7,0.0022895536276125485
2021-07-12,Lugano (TI),Wald_lower,B.1.1.7,-0.002946040716565155
2021-07-13,Lugano (TI),Wald_lower,B.1.1.7,-0.005664679518238609
2021-06-30,Lugano (TI),Wald_lower,B.1.1.7,0.1956373541334102
2021-07-01,Lugano (TI),Wald_lower,B.1.1.7,0.16817843172616836
2021-07-02,Lugano (TI),Wald_lower,B.1.1.7,0.1447150721560225
2021-07-03,Lugano (TI),Wald_lower,B.1.1.7,0.12567263709259163
2021-07-04,Lugano (TI),Wald_lower,B.1.1.7,0.10787459227848094
2021-07-05,Lugano (TI),Wald_lower,B.1.1.7,0.09124434589506086
2021-07-06,Lugano (TI),Wald_lower,B.1.1.7,0.07406992209210672
2021-06-23,Lugano (TI),Wald_lower,B.1.1.7,0.4128691520186967
2021-06-24,Lugano (TI),Wald_lower,B.1.1.7,0.383616010555052
2021-06-25,Lugano (TI),Wald_lower,B.1.1.7,0.3524087001582087
2021-06-26,Lugano (TI),Wald_lower,B.1.1.7,0.32155527791126276
2021-06-27,Lugano (TI),Wald_lower,B.1.1.7,0.2903268081155788
2021-06-28,Lugano (TI),Wald_lower,B.1.1.7,0.25856664973865384
2021-06-29,Lugano (TI),Wald_lower,B.1.1.7,0.22595685153819137
2021-06-17,Lugano (TI),Wald_lower,B.1.1.7,0.681716337784771
2021-06-18,Lugano (TI),Wald_lower,B.1.1.7,0.621700045400082
2021-06-19,Lugano (TI),Wald_lower,B.1.1.7,0.5676099790643707
2021-06-20,Lugano (TI),Wald_lower,B.1.1.7,0.51945307422145
2021-06-22,Lugano (TI),Wald_lower,B.1.1.7,0.44361548800134143
2021-06-09,Lugano (TI),Wald_lower,B.1.1.7,0.8413785689344259
2021-06-10,Lugano (TI),Wald_lower,B.1.1.7,0.8429673678498515
2021-06-11,Lugano (TI),Wald_lower,B.1.1.7,0.8505448240160716
2021-06-12,Lugano (TI),Wald_lower,B.1.1.7,0.8457232448437852
2021-06-13,Lugano (TI),Wald_lower,B.1.1.7,0.8392336515507542
2021-06-14,Lugano (TI),Wald_lower,B.1.1.7,0.8195903415446151
2021-06-15,Lugano (TI),Wald_lower,B.1.1.7,0.7804230956066166
2021-06-02,Lugano (TI),Wald_lower,B.1.1.7,0.8569016717083631
2021-06-03,Lugano (TI),Wald_lower,B.1.1.7,0.8539875935519756
2021-06-04,Lugano (TI),Wald_lower,B.1.1.7,0.8509773235229783
2021-06-05,Lugano (TI),Wald_lower,B.1.1.7,0.8432196779146768
2021-06-06,Lugano (TI),Wald_lower,B.1.1.7,0.8408331559239917
2021-06-07,Lugano (TI),Wald_lower,B.1.1.7,0.8328501259788316
2021-06-08,Lugano (TI),Wald_lower,B.1.1.7,0.8366207675125513
2021-05-26,Lugano (TI),Wald_lower,B.1.1.7,0.8254490319089548
2021-05-27,Lugano (TI),Wald_lower,B.1.1.7,0.8328334002619828
2021-05-29,Lugano (TI),Wald_lower,B.1.1.7,0.8532921846438809
2021-05-31,Lugano (TI),Wald_lower,B.1.1.7,0.8589828476498378
2021-06-01,Lugano (TI),Wald_lower,B.1.1.7,0.8578788582782111
2021-05-19,Lugano (TI),Wald_lower,B.1.1.7,0.7837058135003137
2021-05-21,Lugano (TI),Wald_lower,B.1.1.7,0.7714702335324629
2021-05-22,Lugano (TI),Wald_lower,B.1.1.7,0.776239009780805
2021-05-23,Lugano (TI),Wald_lower,B.1.1.7,0.7880769146864112
2021-05-24,Lugano (TI),Wald_lower,B.1.1.7,0.7980859923499947
2021-05-25,Lugano (TI),Wald_lower,B.1.1.7,0.8107737750462405
2021-05-12,Lugano (TI),Wald_lower,B.1.1.7,0.899026217107132
2021-05-13,Lugano (TI),Wald_lower,B.1.1.7,0.8894671665621733
2021-05-14,Lugano (TI),Wald_lower,B.1.1.7,0.876018413276653
2021-05-15,Lugano (TI),Wald_lower,B.1.1.7,0.859493724883416
2021-05-16,Lugano (TI),Wald_lower,B.1.1.7,0.8407204515718194
2021-05-17,Lugano (TI),Wald_lower,B.1.1.7,0.8213123560044177
2021-05-18,Lugano (TI),Wald_lower,B.1.1.7,0.8023485321284034
2021-02-01,Lugano (TI),Wald_lower,B.1.1.7,0.3068109907447973
2021-02-02,Lugano (TI),Wald_lower,B.1.1.7,0.3133483047420176
2021-02-03,Lugano (TI),Wald_lower,B.1.1.7,0.3192251133459434
2021-02-04,Lugano (TI),Wald_lower,B.1.1.7,0.3243973894928907
2021-02-05,Lugano (TI),Wald_lower,B.1.1.7,0.3286889823511224
2021-02-06,Lugano (TI),Wald_lower,B.1.1.7,0.33133184713533137
2021-02-07,Lugano (TI),Wald_lower,B.1.1.7,0.33261739304981913
2021-02-08,Lugano (TI),Wald_lower,B.1.1.7,0.3325537262805702
2021-02-09,Lugano (TI),Wald_lower,B.1.1.7,0.3312959697103288
2021-02-10,Lugano (TI),Wald_lower,B.1.1.7,0.3295704132527103
2021-02-11,Lugano (TI),Wald_lower,B.1.1.7,0.3276361594661075
2021-02-12,Lugano (TI),Wald_lower,B.1.1.7,0.3258544783639233
2021-02-13,Lugano (TI),Wald_lower,B.1.1.7,0.32573445825571
2021-02-14,Lugano (TI),Wald_lower,B.1.1.7,0.32803520480383586
2021-02-15,Lugano (TI),Wald_lower,B.1.1.7,0.3349541439628565
2021-02-16,Lugano (TI),Wald_lower,B.1.1.7,0.34937735407609166
2021-02-17,Lugano (TI),Wald_lower,B.1.1.7,0.3739044481411151
2021-02-18,Lugano (TI),Wald_lower,B.1.1.7,0.41118258334654084
2021-02-19,Lugano (TI),Wald_lower,B.1.1.7,0.4599381268785495
2021-02-20,Lugano (TI),Wald_lower,B.1.1.7,0.515206830726123
2021-02-21,Lugano (TI),Wald_lower,B.1.1.7,0.5681423992240138
2021-02-22,Lugano (TI),Wald_lower,B.1.1.7,0.6141280950172938
2021-02-23,Lugano (TI),Wald_lower,B.1.1.7,0.650780087154226
2021-02-24,Lugano (TI),Wald_lower,B.1.1.7,0.6804176662784757
2021-02-25,Lugano (TI),Wald_lower,B.1.1.7,0.7033803232521159
2021-02-26,Lugano (TI),Wald_lower,B.1.1.7,0.7208905263531111
2021-02-27,Lugano (TI),Wald_lower,B.1.1.7,0.7344370629782144
2021-02-28,Lugano (TI),Wald_lower,B.1.1.7,0.7459053072627078
2021-03-01,Lugano (TI),Wald_lower,B.1.1.7,0.7564796156381075
2021-03-02,Lugano (TI),Wald_lower,B.1.1.7,0.7680366457970629
2021-03-03,Lugano (TI),Wald_lower,B.1.1.7,0.7808470029841611
2021-03-04,Lugano (TI),Wald_lower,B.1.1.7,0.7941720894993677
2021-03-05,Lugano (TI),Wald_lower,B.1.1.7,0.805216607918749
2021-03-06,Lugano (TI),Wald_lower,B.1.1.7,0.8139405346918989
2021-03-07,Lugano (TI),Wald_lower,B.1.1.7,0.820276622245759
2021-03-08,Lugano (TI),Wald_lower,B.1.1.7,0.8238830991923776
2021-03-09,Lugano (TI),Wald_lower,B.1.1.7,0.8265526517531235
2021-03-10,Lugano (TI),Wald_lower,B.1.1.7,0.8271253321122752
2021-03-11,Lugano (TI),Wald_lower,B.1.1.7,0.8263026016121177
2021-03-12,Lugano (TI),Wald_lower,B.1.1.7,0.8244566813279337
2021-03-13,Lugano (TI),Wald_lower,B.1.1.7,0.8248926504457055
2021-03-14,Lugano (TI),Wald_lower,B.1.1.7,0.8267370665016313
2021-03-15,Lugano (TI),Wald_lower,B.1.1.7,0.832559882485897
2021-03-16,Lugano (TI),Wald_lower,B.1.1.7,0.8446399422024812
2021-03-17,Lugano (TI),Wald_lower,B.1.1.7,0.8635571546838966
2021-03-18,Lugano (TI),Wald_lower,B.1.1.7,0.8808921626132213
2021-03-19,Lugano (TI),Wald_lower,B.1.1.7,0.8977395701901107
2021-03-20,Lugano (TI),Wald_lower,B.1.1.7,0.9139738297354206
2021-03-21,Lugano (TI),Wald_lower,B.1.1.7,0.926928527530735
2021-03-22,Lugano (TI),Wald_lower,B.1.1.7,0.9297481764015194
2021-03-23,Lugano (TI),Wald_lower,B.1.1.7,0.9324532070588841
2021-03-24,Lugano (TI),Wald_lower,B.1.1.7,0.9306754185112401
2021-03-25,Lugano (TI),Wald_lower,B.1.1.7,0.9277116468119938
2021-03-26,Lugano (TI),Wald_lower,B.1.1.7,0.9217662254131448
2021-03-27,Lugano (TI),Wald_lower,B.1.1.7,0.9134063689629555
2021-03-28,Lugano (TI),Wald_lower,B.1.1.7,0.9030160677837938
2021-03-29,Lugano (TI),Wald_lower,B.1.1.7,0.8955631497752478
2021-03-30,Lugano (TI),Wald_lower,B.1.1.7,0.8916171613497785
2021-03-31,Lugano (TI),Wald_lower,B.1.1.7,0.890840746966395
2021-04-01,Lugano (TI),Wald_lower,B.1.1.7,0.8909993882557711
2021-04-02,Lugano (TI),Wald_lower,B.1.1.7,0.8929785081852165
