,city,index,variant,estimate,frac
8980,Chur (GR),2021-05-03,P.1,upper,0.020128276468847545
8981,Chur (GR),2021-05-03,undetermined,upper,0.01332844485102793
8982,Chur (GR),2021-05-04,B.1.1.7,upper,0.9910211424816735
8983,Chur (GR),2021-05-04,B.1.351,upper,0.00711802283685122
8984,Chur (GR),2021-05-04,B.1.617.1,upper,0.0025015169031591057
8985,Chur (GR),2021-05-04,B.1.617.2,upper,0.004672659210795982
8986,Chur (GR),2021-05-04,P.1,upper,0.0250750504971702
8987,Chur (GR),2021-05-04,undetermined,upper,0.014520618455188091
8988,Chur (GR),2021-05-05,B.1.1.7,upper,0.9906139955738159
8989,Chur (GR),2021-05-05,B.1.351,upper,0.007822009262818203
8990,Chur (GR),2021-05-05,B.1.617.1,upper,0.0024246707718405705
8991,Chur (GR),2021-05-05,B.1.617.2,upper,0.0030467160786719675
8992,Chur (GR),2021-05-05,P.1,upper,0.03144806187992618
8993,Chur (GR),2021-05-05,undetermined,upper,0.016498241137866458
8994,Chur (GR),2021-05-06,B.1.1.7,upper,0.9901875313958121
8995,Chur (GR),2021-05-06,B.1.351,upper,0.009290364943621681
8996,Chur (GR),2021-05-06,B.1.617.1,upper,0.002435019162330481
8997,Chur (GR),2021-05-06,B.1.617.2,upper,0.0020296068524767647
8998,Chur (GR),2021-05-06,P.1,upper,0.03713023798718165
8999,Chur (GR),2021-05-06,undetermined,upper,0.018476804128130755
9000,Chur (GR),2021-05-07,B.1.1.7,upper,0.9896563916799653
9001,Chur (GR),2021-05-07,B.1.351,upper,0.010479060598413376
9002,Chur (GR),2021-05-07,B.1.617.1,upper,0.0022676604713123528
9003,Chur (GR),2021-05-07,B.1.617.2,upper,0.0015088258248315935
9004,Chur (GR),2021-05-07,P.1,upper,0.04187442422179968
9005,Chur (GR),2021-05-07,undetermined,upper,0.020151711538516092
9006,Chur (GR),2021-05-08,B.1.1.7,upper,0.9895992649715574
9007,Chur (GR),2021-05-08,B.1.351,upper,0.01075407485125004
9008,Chur (GR),2021-05-08,B.1.617.1,upper,0.002100791050919172
9009,Chur (GR),2021-05-08,B.1.617.2,upper,0.0012373216188676633
9010,Chur (GR),2021-05-08,P.1,upper,0.04463461386875515
9011,Chur (GR),2021-05-08,undetermined,upper,0.020173110613689805
9012,Chur (GR),2021-05-09,B.1.1.7,upper,0.9895687636652238
9013,Chur (GR),2021-05-09,B.1.351,upper,0.010773555162485739
9014,Chur (GR),2021-05-09,B.1.617.1,upper,0.002004191969951763
9015,Chur (GR),2021-05-09,B.1.617.2,upper,0.0010794168352673955
9016,Chur (GR),2021-05-09,P.1,upper,0.04550638174611042
9017,Chur (GR),2021-05-09,undetermined,upper,0.019954437110755122
9018,Chur (GR),2021-05-10,B.1.1.7,upper,0.9899554322446467
9019,Chur (GR),2021-05-10,B.1.351,upper,0.010081120912877679
9020,Chur (GR),2021-05-10,B.1.617.1,upper,0.0018452074405963038
9021,Chur (GR),2021-05-10,B.1.617.2,upper,0.0009654446436856822
9022,Chur (GR),2021-05-10,P.1,upper,0.043179205177258574
9023,Chur (GR),2021-05-10,undetermined,upper,0.01857356547308519
9024,Chur (GR),2021-05-11,B.1.1.7,upper,0.9904480730575661
9025,Chur (GR),2021-05-11,B.1.351,upper,0.008881203902107285
9026,Chur (GR),2021-05-11,B.1.617.1,upper,0.001611708659349886
9027,Chur (GR),2021-05-11,B.1.617.2,upper,0.0008871072869860247
9028,Chur (GR),2021-05-11,P.1,upper,0.03971408012762521
9029,Chur (GR),2021-05-11,undetermined,upper,0.017123295038522158
9030,Chur (GR),2021-05-12,B.1.1.7,upper,0.9913122279302373
9031,Chur (GR),2021-05-12,B.1.351,upper,0.007489396416846012
9032,Chur (GR),2021-05-12,B.1.617.1,upper,0.001413913791073899
9033,Chur (GR),2021-05-12,B.1.617.2,upper,0.0007995726614829125
9034,Chur (GR),2021-05-12,P.1,upper,0.03437004795433662
9035,Chur (GR),2021-05-12,undetermined,upper,0.015014015031671619
9036,Chur (GR),2021-05-13,B.1.1.7,upper,0.9918985324136632
9037,Chur (GR),2021-05-13,B.1.351,upper,0.006798875373309129
9038,Chur (GR),2021-05-13,B.1.617.1,upper,0.0011493567110135022
9039,Chur (GR),2021-05-13,B.1.617.2,upper,0.0007438373368118352
9040,Chur (GR),2021-05-13,P.1,upper,0.02974060149734242
9041,Chur (GR),2021-05-13,undetermined,upper,0.012870848158718775
9042,Chur (GR),2021-05-14,B.1.1.7,upper,0.9929124929455752
9043,Chur (GR),2021-05-14,B.1.351,upper,0.0059606832757536235
9044,Chur (GR),2021-05-14,B.1.617.1,upper,0.001058040154945139
9045,Chur (GR),2021-05-14,B.1.617.2,upper,0.0007193585626502346
9046,Chur (GR),2021-05-14,P.1,upper,0.02578795706530315
9047,Chur (GR),2021-05-14,undetermined,upper,0.012977899909525643
9048,Chur (GR),2021-05-15,B.1.1.7,upper,0.9936855142149806
9049,Chur (GR),2021-05-15,B.1.351,upper,0.0048644153027104335
9050,Chur (GR),2021-05-15,B.1.617.1,upper,0.0009854987002513099
9051,Chur (GR),2021-05-15,B.1.617.2,upper,0.0009349336785252858
9052,Chur (GR),2021-05-15,P.1,upper,0.026497285874501144
9053,Chur (GR),2021-05-15,undetermined,upper,0.015347735596110143
9054,Chur (GR),2021-05-16,B.1.1.7,upper,0.9945125561825632
9055,Chur (GR),2021-05-16,B.1.351,upper,0.004319627427375106
9056,Chur (GR),2021-05-16,B.1.617.1,upper,0.001009709987503625
9057,Chur (GR),2021-05-16,B.1.617.2,upper,0.0011772939212730724
9058,Chur (GR),2021-05-16,P.1,upper,0.027223204538797452
9059,Chur (GR),2021-05-16,undetermined,upper,0.020306417300547167
9060,Chur (GR),2021-05-17,B.1.1.7,upper,0.9954459642068166
9061,Chur (GR),2021-05-17,B.1.351,upper,0.0041124780117253856
9062,Chur (GR),2021-05-17,B.1.617.1,upper,0.0010412667892702372
9063,Chur (GR),2021-05-17,B.1.617.2,upper,0.001433442236709342
9064,Chur (GR),2021-05-17,P.1,upper,0.027480197459971326
9065,Chur (GR),2021-05-17,undetermined,upper,0.025936355184670332
9066,Chur (GR),2021-05-18,B.1.1.7,upper,0.9959524579369622
9067,Chur (GR),2021-05-18,B.1.351,upper,0.003994048554148965
9068,Chur (GR),2021-05-18,B.1.617.1,upper,0.0011220938312708243
9069,Chur (GR),2021-05-18,B.1.617.2,upper,0.0015994121501740968
9070,Chur (GR),2021-05-18,P.1,upper,0.02837897961146397
9071,Chur (GR),2021-05-18,undetermined,upper,0.02966157925307571
9072,Chur (GR),2021-05-19,B.1.1.7,upper,0.9961651601168072
9073,Chur (GR),2021-05-19,B.1.351,upper,0.003850850043706244
9074,Chur (GR),2021-05-19,B.1.617.1,upper,0.001127309080466788
9075,Chur (GR),2021-05-19,B.1.617.2,upper,0.001737659812594202
9076,Chur (GR),2021-05-19,P.1,upper,0.029024627981388888
9077,Chur (GR),2021-05-19,undetermined,upper,0.031428496346602004
9078,Chur (GR),2021-05-20,B.1.1.7,upper,0.9960414931481109
9079,Chur (GR),2021-05-20,B.1.351,upper,0.0038168701831360016
9080,Chur (GR),2021-05-20,B.1.617.1,upper,0.001085643534329916
9081,Chur (GR),2021-05-20,B.1.617.2,upper,0.0017928060088793032
9082,Chur (GR),2021-05-20,P.1,upper,0.028878487855959614
9083,Chur (GR),2021-05-20,undetermined,upper,0.03286422994786316
9084,Chur (GR),2021-05-21,B.1.1.7,upper,0.9958296206820951
9085,Chur (GR),2021-05-21,B.1.351,upper,0.00395549873717164
9086,Chur (GR),2021-05-21,B.1.617.1,upper,0.0010181015097788385
9087,Chur (GR),2021-05-21,B.1.617.2,upper,0.0017410825864643984
9088,Chur (GR),2021-05-21,P.1,upper,0.028293381623150714
9089,Chur (GR),2021-05-21,undetermined,upper,0.03080917498229663
9090,Chur (GR),2021-05-22,B.1.1.7,upper,0.9957867984746447
9091,Chur (GR),2021-05-22,B.1.351,upper,0.004103624989031573
9092,Chur (GR),2021-05-22,B.1.617.1,upper,0.0010417952437202923
9093,Chur (GR),2021-05-22,B.1.617.2,upper,0.0017391677759857026
9094,Chur (GR),2021-05-22,P.1,upper,0.02738402644779851
9095,Chur (GR),2021-05-22,undetermined,upper,0.03160092285917444
9096,Chur (GR),2021-05-23,B.1.1.7,upper,0.9958072075056459
9097,Chur (GR),2021-05-23,B.1.351,upper,0.004023441743350898
9098,Chur (GR),2021-05-23,B.1.617.1,upper,0.001046422944892023
9099,Chur (GR),2021-05-23,B.1.617.2,upper,0.0017989584749997243
9100,Chur (GR),2021-05-23,P.1,upper,0.025748043078360084
9101,Chur (GR),2021-05-23,undetermined,upper,0.033835814102317244
9102,Chur (GR),2021-05-24,B.1.1.7,upper,0.9958178981771376
9103,Chur (GR),2021-05-24,B.1.351,upper,0.003981960903218522
9104,Chur (GR),2021-05-24,B.1.617.1,upper,0.001293592446189725
9105,Chur (GR),2021-05-24,B.1.617.2,upper,0.002089454703012151
9106,Chur (GR),2021-05-24,P.1,upper,0.02654834708536151
9107,Chur (GR),2021-05-24,undetermined,upper,0.03799959219980463
9108,Chur (GR),2021-05-25,B.1.1.7,upper,0.9959702089755816
9109,Chur (GR),2021-05-25,B.1.351,upper,0.004631597454100282
9110,Chur (GR),2021-05-25,B.1.617.1,upper,0.0015844455560328492
9111,Chur (GR),2021-05-25,B.1.617.2,upper,0.002445337056336677
9112,Chur (GR),2021-05-25,P.1,upper,0.026535379409143255
9113,Chur (GR),2021-05-25,undetermined,upper,0.04698204869102164
9114,Chur (GR),2021-05-26,B.1.1.7,upper,0.9962526245922513
9115,Chur (GR),2021-05-26,B.1.351,upper,0.005085022725027575
9116,Chur (GR),2021-05-26,B.1.617.1,upper,0.0018667718189546087
9117,Chur (GR),2021-05-26,B.1.617.2,upper,0.002908246023873302
9118,Chur (GR),2021-05-26,P.1,upper,0.026889777850976914
9119,Chur (GR),2021-05-26,undetermined,upper,0.055394555788994285
9120,Chur (GR),2021-05-28,B.1.1.7,upper,0.9953790635410865
9121,Chur (GR),2021-05-28,B.1.351,upper,0.005737248903239139
9122,Chur (GR),2021-05-28,B.1.617.1,upper,0.002218824594828141
9123,Chur (GR),2021-05-28,B.1.617.2,upper,0.0039585483784003615
9124,Chur (GR),2021-05-28,P.1,upper,0.02554293910817078
9125,Chur (GR),2021-05-28,undetermined,upper,0.06844236462719566
9126,Chur (GR),2021-05-29,B.1.1.7,upper,0.9939025767989136
9127,Chur (GR),2021-05-29,B.1.351,upper,0.0055516142661493776
9128,Chur (GR),2021-05-29,B.1.617.1,upper,0.002229877542880786
9129,Chur (GR),2021-05-29,B.1.617.2,upper,0.00487307466969554
9130,Chur (GR),2021-05-29,P.1,upper,0.025308771835205527
9131,Chur (GR),2021-05-29,undetermined,upper,0.06947495494645069
9132,Chur (GR),2021-05-30,B.1.1.7,upper,0.9914451898998878
9133,Chur (GR),2021-05-30,B.1.351,upper,0.006022699302544832
9134,Chur (GR),2021-05-30,B.1.617.1,upper,0.0022936488199056656
9135,Chur (GR),2021-05-30,B.1.617.2,upper,0.006618263515887588
9136,Chur (GR),2021-05-30,P.1,upper,0.02306457315468381
9137,Chur (GR),2021-05-30,undetermined,upper,0.06683410949541127
9138,Chur (GR),2021-05-31,B.1.1.7,upper,0.988290147971354
9139,Chur (GR),2021-05-31,B.1.351,upper,0.008217751065454016
9140,Chur (GR),2021-05-31,B.1.617.1,upper,0.002416439068622966
9141,Chur (GR),2021-05-31,B.1.617.2,upper,0.010073568795916277
9142,Chur (GR),2021-05-31,P.1,upper,0.022812782333272167
9143,Chur (GR),2021-05-31,undetermined,upper,0.06003942616092944
9144,Chur (GR),2021-06-01,B.1.1.7,upper,0.9845524574392756
9145,Chur (GR),2021-06-01,B.1.351,upper,0.012689254562752038
9146,Chur (GR),2021-06-01,B.1.617.1,upper,0.002354313116792972
9147,Chur (GR),2021-06-01,B.1.617.2,upper,0.014918259275665448
9148,Chur (GR),2021-06-01,P.1,upper,0.024824045520459494
9149,Chur (GR),2021-06-01,undetermined,upper,0.05320806951921395
9150,Chur (GR),2021-06-02,B.1.1.7,upper,0.9800304838328032
9151,Chur (GR),2021-06-02,B.1.351,upper,0.019045806412769834
9152,Chur (GR),2021-06-02,B.1.617.1,upper,0.002443376998970573
9153,Chur (GR),2021-06-02,B.1.617.2,upper,0.019910165009599808
9154,Chur (GR),2021-06-02,P.1,upper,0.028877110825014186
9155,Chur (GR),2021-06-02,undetermined,upper,0.05427884428396802
9156,Chur (GR),2021-06-03,B.1.1.7,upper,0.9754177886334999
9157,Chur (GR),2021-06-03,B.1.351,upper,0.025358842769891612
9158,Chur (GR),2021-06-03,B.1.617.1,upper,0.002723947740020955
9159,Chur (GR),2021-06-03,B.1.617.2,upper,0.02593752823292151
9160,Chur (GR),2021-06-03,P.1,upper,0.0368595992202792
9161,Chur (GR),2021-06-03,undetermined,upper,0.059503632939833136
9162,Chur (GR),2021-06-04,B.1.1.7,upper,0.9715648776707683
9163,Chur (GR),2021-06-04,B.1.351,upper,0.03583700633883901
9164,Chur (GR),2021-06-04,B.1.617.1,upper,0.003042259180903975
9165,Chur (GR),2021-06-04,B.1.617.2,upper,0.03226894250579553
9166,Chur (GR),2021-06-04,P.1,upper,0.04612200733632719
9167,Chur (GR),2021-06-04,undetermined,upper,0.0695370440350018
9168,Chur (GR),2021-06-05,B.1.1.7,upper,0.9682681285996805
9169,Chur (GR),2021-06-05,B.1.351,upper,0.04670012980571395
9170,Chur (GR),2021-06-05,B.1.617.1,upper,0.003332044758375267
9171,Chur (GR),2021-06-05,B.1.617.2,upper,0.03749915021986209
9172,Chur (GR),2021-06-05,P.1,upper,0.055595023088522606
9173,Chur (GR),2021-06-05,undetermined,upper,0.07956773506536348
9174,Chur (GR),2021-06-06,B.1.1.7,upper,0.966993078961321
9175,Chur (GR),2021-06-06,B.1.351,upper,0.055939118984124785
9176,Chur (GR),2021-06-06,B.1.617.1,upper,0.0035479721969481387
9177,Chur (GR),2021-06-06,B.1.617.2,upper,0.03811888660961095
9178,Chur (GR),2021-06-06,P.1,upper,0.06188602308423816
9179,Chur (GR),2021-06-06,undetermined,upper,0.08657411615160156
9180,Chur (GR),2021-06-07,B.1.1.7,upper,0.9662043230968922
9181,Chur (GR),2021-06-07,B.1.351,upper,0.06441844755974149
9182,Chur (GR),2021-06-07,B.1.617.1,upper,0.0033724763228992357
9183,Chur (GR),2021-06-07,B.1.617.2,upper,0.037226370104324134
9184,Chur (GR),2021-06-07,P.1,upper,0.06400793664358706
9185,Chur (GR),2021-06-07,undetermined,upper,0.0889064754667791
9186,Chur (GR),2021-06-08,B.1.1.7,upper,0.9667999633121246
9187,Chur (GR),2021-06-08,B.1.351,upper,0.06939516266660935
9188,Chur (GR),2021-06-08,B.1.617.1,upper,0.003432280558951342
9189,Chur (GR),2021-06-08,B.1.617.2,upper,0.03389427102238126
9190,Chur (GR),2021-06-08,P.1,upper,0.06318441590051341
9191,Chur (GR),2021-06-08,undetermined,upper,0.08475034549931951
9192,Chur (GR),2021-06-09,B.1.1.7,upper,0.9689286821424162
9193,Chur (GR),2021-06-09,B.1.351,upper,0.06883368709999386
9194,Chur (GR),2021-06-09,B.1.617.1,upper,0.0032186358902436493
9195,Chur (GR),2021-06-09,B.1.617.2,upper,0.030216909822358987
9196,Chur (GR),2021-06-09,P.1,upper,0.05828409889156118
9197,Chur (GR),2021-06-09,undetermined,upper,0.07821264704178006
9198,Chur (GR),2021-06-10,B.1.1.7,upper,0.9724140095377294
9199,Chur (GR),2021-06-10,B.1.351,upper,0.06836461203731539
9200,Chur (GR),2021-06-10,B.1.617.1,upper,0.003055006611155566
9201,Chur (GR),2021-06-10,B.1.617.2,upper,0.025542217204038486
9202,Chur (GR),2021-06-10,P.1,upper,0.052182068843098624
9203,Chur (GR),2021-06-10,undetermined,upper,0.06771592582356535
9204,Chur (GR),2021-06-11,B.1.1.7,upper,0.9762089787639314
9205,Chur (GR),2021-06-11,B.1.351,upper,0.0635017620883698
9206,Chur (GR),2021-06-11,B.1.617.1,upper,0.002902174609772902
9207,Chur (GR),2021-06-11,B.1.617.2,upper,0.02143105317421532
9208,Chur (GR),2021-06-11,P.1,upper,0.04493958051488163
9209,Chur (GR),2021-06-11,undetermined,upper,0.056449026867463996
9210,Chur (GR),2021-06-12,B.1.1.7,upper,0.9793762147657739
9211,Chur (GR),2021-06-12,B.1.351,upper,0.05771230643958472
9212,Chur (GR),2021-06-12,B.1.617.1,upper,0.002612334910101267
9213,Chur (GR),2021-06-12,B.1.617.2,upper,0.017040136329708043
9214,Chur (GR),2021-06-12,P.1,upper,0.03735539159184913
9215,Chur (GR),2021-06-12,undetermined,upper,0.04440369126254386
9216,Chur (GR),2021-06-13,B.1.1.7,upper,0.9823102355807032
9217,Chur (GR),2021-06-13,B.1.351,upper,0.05152081147154324
9218,Chur (GR),2021-06-13,B.1.617.1,upper,0.0022442265939736114
9219,Chur (GR),2021-06-13,B.1.617.2,upper,0.013390878839339022
9220,Chur (GR),2021-06-13,P.1,upper,0.030571505831497956
9221,Chur (GR),2021-06-13,undetermined,upper,0.03532064464198196
9222,Chur (GR),2021-06-14,B.1.1.7,upper,0.9851706974685702
9223,Chur (GR),2021-06-14,B.1.351,upper,0.0441393545243238
9224,Chur (GR),2021-06-14,B.1.617.1,upper,0.001912114735213295
9225,Chur (GR),2021-06-14,B.1.617.2,upper,0.010904726791575045
9226,Chur (GR),2021-06-14,P.1,upper,0.02533719006131226
9227,Chur (GR),2021-06-14,undetermined,upper,0.030679830174099712
9228,Chur (GR),2021-06-15,B.1.1.7,upper,0.9875072954475336
9229,Chur (GR),2021-06-15,B.1.351,upper,0.039515596112470616
9230,Chur (GR),2021-06-15,B.1.617.1,upper,0.0016713626369831576
9231,Chur (GR),2021-06-15,B.1.617.2,upper,0.009926363658149681
9232,Chur (GR),2021-06-15,P.1,upper,0.021889383911065204
9233,Chur (GR),2021-06-15,undetermined,upper,0.029424272434838503
9234,Chur (GR),2021-06-16,B.1.1.7,upper,0.9895009278641829
9235,Chur (GR),2021-06-16,B.1.351,upper,0.03340310329334021
9236,Chur (GR),2021-06-16,B.1.617.1,upper,0.0014850024384307407
9237,Chur (GR),2021-06-16,B.1.617.2,upper,0.010972451693476408
9238,Chur (GR),2021-06-16,P.1,upper,0.019109607155251836
9239,Chur (GR),2021-06-16,undetermined,upper,0.03550373017049445
9240,Chur (GR),2021-06-17,B.1.1.7,upper,0.9911215151301175
9241,Chur (GR),2021-06-17,B.1.351,upper,0.029077483682149945
9242,Chur (GR),2021-06-17,B.1.617.1,upper,0.0014928499386133178
9243,Chur (GR),2021-06-17,B.1.617.2,upper,0.016142456365878296
9244,Chur (GR),2021-06-17,P.1,upper,0.018432466346130275
9245,Chur (GR),2021-06-17,undetermined,upper,0.043265366815295234
9246,Chur (GR),2021-06-22,B.1.1.7,upper,0.9623586400017176
9247,Chur (GR),2021-06-22,B.1.351,upper,0.010969070592606626
9248,Chur (GR),2021-06-22,B.1.617.1,upper,0.023698399038961187
9249,Chur (GR),2021-06-22,B.1.617.2,upper,0.10509524201176126
9250,Chur (GR),2021-06-22,P.1,upper,0.01779640528816876
9251,Chur (GR),2021-06-22,undetermined,upper,0.08301646064982009
9252,Chur (GR),2021-06-23,B.1.1.7,upper,0.9405820421089246
9253,Chur (GR),2021-06-23,B.1.351,upper,0.010288840497908082
9254,Chur (GR),2021-06-23,B.1.617.1,upper,0.03904441911824505
9255,Chur (GR),2021-06-23,B.1.617.2,upper,0.13067756567215016
9256,Chur (GR),2021-06-23,P.1,upper,0.014935369803088598
9257,Chur (GR),2021-06-23,undetermined,upper,0.0803507066006473
9258,Chur (GR),2021-06-24,B.1.1.7,upper,0.9107804309194948
9259,Chur (GR),2021-06-24,B.1.351,upper,0.012933008199108411
9260,Chur (GR),2021-06-24,B.1.617.1,upper,0.056220074893573974
9261,Chur (GR),2021-06-24,B.1.617.2,upper,0.1627669195081332
9262,Chur (GR),2021-06-24,P.1,upper,0.013017389015089214
9263,Chur (GR),2021-06-24,undetermined,upper,0.07989264784155031
9264,Chur (GR),2021-06-25,B.1.1.7,upper,0.8704845987709813
9265,Chur (GR),2021-06-25,B.1.351,upper,0.016520100787394586
9266,Chur (GR),2021-06-25,B.1.617.1,upper,0.0816431105916959
9267,Chur (GR),2021-06-25,B.1.617.2,upper,0.20607718517393772
9268,Chur (GR),2021-06-25,P.1,upper,0.011028926464032269
9269,Chur (GR),2021-06-25,undetermined,upper,0.09620135036602707
9270,Chur (GR),2021-06-26,B.1.1.7,upper,0.8172882005420862
9271,Chur (GR),2021-06-26,B.1.351,upper,0.021910521954708776
9272,Chur (GR),2021-06-26,B.1.617.1,upper,0.1061748038491626
9273,Chur (GR),2021-06-26,B.1.617.2,upper,0.26419219853201087
9274,Chur (GR),2021-06-26,P.1,upper,0.01147140227815469
9275,Chur (GR),2021-06-26,undetermined,upper,0.11598193038069897
9276,Chur (GR),2021-06-27,B.1.1.7,upper,0.7492990764379047
9277,Chur (GR),2021-06-27,B.1.351,upper,0.02832548967440485
9278,Chur (GR),2021-06-27,B.1.617.1,upper,0.13390863820333296
9279,Chur (GR),2021-06-27,B.1.617.2,upper,0.3386169113910173
9280,Chur (GR),2021-06-27,P.1,upper,0.012581879059036884
9281,Chur (GR),2021-06-27,undetermined,upper,0.14315606593703034
9282,Chur (GR),2021-06-28,B.1.1.7,upper,0.6681910490921905
9283,Chur (GR),2021-06-28,B.1.351,upper,0.034637156119677985
9284,Chur (GR),2021-06-28,B.1.617.1,upper,0.1574425622697322
9285,Chur (GR),2021-06-28,B.1.617.2,upper,0.42520768502607825
9286,Chur (GR),2021-06-28,P.1,upper,0.013320228135756925
9287,Chur (GR),2021-06-28,undetermined,upper,0.16621488927185996
9288,Chur (GR),2021-06-29,B.1.1.7,upper,0.5790910679087915
9289,Chur (GR),2021-06-29,B.1.351,upper,0.04218109250631323
9290,Chur (GR),2021-06-29,B.1.617.1,upper,0.18307326977031543
9291,Chur (GR),2021-06-29,B.1.617.2,upper,0.5196487302552317
9292,Chur (GR),2021-06-29,P.1,upper,0.014567145142252432
9293,Chur (GR),2021-06-29,undetermined,upper,0.1894644718654084
9294,Chur (GR),2021-06-30,B.1.1.7,upper,0.48495085664195864
9295,Chur (GR),2021-06-30,B.1.351,upper,0.044822398413278515
9296,Chur (GR),2021-06-30,B.1.617.1,upper,0.19768417002554706
9297,Chur (GR),2021-06-30,B.1.617.2,upper,0.6155757202521362
9298,Chur (GR),2021-06-30,P.1,upper,0.01538626003092351
9299,Chur (GR),2021-06-30,undetermined,upper,0.19602976645976591
9300,Chur (GR),2021-07-01,B.1.1.7,upper,0.39174442395913234
9301,Chur (GR),2021-07-01,B.1.351,upper,0.04368543671359461
9302,Chur (GR),2021-07-01,B.1.617.1,upper,0.20468029474942948
9303,Chur (GR),2021-07-01,B.1.617.2,upper,0.7030474348953605
9304,Chur (GR),2021-07-01,P.1,upper,0.014988335432657058
9305,Chur (GR),2021-07-01,undetermined,upper,0.19851161950138288
9306,Chur (GR),2021-07-02,B.1.1.7,upper,0.3077389114852425
9307,Chur (GR),2021-07-02,B.1.351,upper,0.045068479821738484
9308,Chur (GR),2021-07-02,B.1.617.1,upper,0.2028874018042873
9309,Chur (GR),2021-07-02,B.1.617.2,upper,0.767798032932
9310,Chur (GR),2021-07-02,P.1,upper,0.017005158649622525
9311,Chur (GR),2021-07-02,undetermined,upper,0.1953259250254976
9312,Chur (GR),2021-07-03,B.1.1.7,upper,0.24200909007871987
9313,Chur (GR),2021-07-03,B.1.351,upper,0.050327592201097386
9314,Chur (GR),2021-07-03,B.1.617.1,upper,0.20072008994387214
9315,Chur (GR),2021-07-03,B.1.617.2,upper,0.8193257733769892
9316,Chur (GR),2021-07-03,P.1,upper,0.018471197827372002
9317,Chur (GR),2021-07-03,undetermined,upper,0.2009853564304865
9318,Chur (GR),2021-07-04,B.1.1.7,upper,0.1952113346899526
9319,Chur (GR),2021-07-04,B.1.351,upper,0.06283996298494628
9320,Chur (GR),2021-07-04,B.1.617.1,upper,0.19333643898230007
9321,Chur (GR),2021-07-04,B.1.617.2,upper,0.846603709001728
9322,Chur (GR),2021-07-04,P.1,upper,0.023883807585454633
9323,Chur (GR),2021-07-04,undetermined,upper,0.20999205853484926
9324,Chur (GR),2021-07-05,B.1.1.7,upper,0.16014767251472956
9325,Chur (GR),2021-07-05,B.1.351,upper,0.07746839785618136
9326,Chur (GR),2021-07-05,B.1.617.1,upper,0.18925401391749716
9327,Chur (GR),2021-07-05,B.1.617.2,upper,0.8666369203373466
9328,Chur (GR),2021-07-05,P.1,upper,0.030172995726887853
9329,Chur (GR),2021-07-05,undetermined,upper,0.2228464286504249
9330,Chur (GR),2021-07-06,B.1.1.7,upper,0.13833370415004762
9331,Chur (GR),2021-07-06,B.1.351,upper,0.09024689442745357
9332,Chur (GR),2021-07-06,B.1.617.1,upper,0.18130114641260517
9333,Chur (GR),2021-07-06,B.1.617.2,upper,0.8780595452971252
9334,Chur (GR),2021-07-06,P.1,upper,0.03552329680047862
9335,Chur (GR),2021-07-06,undetermined,upper,0.23917252815207957
9336,Chur (GR),2021-07-07,B.1.1.7,upper,0.11591425568242379
9337,Chur (GR),2021-07-07,B.1.351,upper,0.09705314338125251
9338,Chur (GR),2021-07-07,B.1.617.1,upper,0.17221050455177656
9339,Chur (GR),2021-07-07,B.1.617.2,upper,0.884454179144755
9340,Chur (GR),2021-07-07,P.1,upper,0.04087649773499817
9341,Chur (GR),2021-07-07,undetermined,upper,0.24581026692310604
9342,Chur (GR),2021-07-08,B.1.1.7,upper,0.09848732638127826
9343,Chur (GR),2021-07-08,B.1.351,upper,0.09868413880432728
9344,Chur (GR),2021-07-08,B.1.617.1,upper,0.1700712697368153
9345,Chur (GR),2021-07-08,B.1.617.2,upper,0.8862818759997477
9346,Chur (GR),2021-07-08,P.1,upper,0.0412145194128726
9347,Chur (GR),2021-07-08,undetermined,upper,0.24505105958166556
9348,Chur (GR),2021-07-09,B.1.1.7,upper,0.0833211847978022
9349,Chur (GR),2021-07-09,B.1.351,upper,0.09422369378852646
9350,Chur (GR),2021-07-09,B.1.617.1,upper,0.16173803128718822
9351,Chur (GR),2021-07-09,B.1.617.2,upper,0.8949145043577696
9352,Chur (GR),2021-07-09,P.1,upper,0.040512985452707595
9353,Chur (GR),2021-07-09,undetermined,upper,0.23252998659294605
9354,Chur (GR),2021-07-10,B.1.1.7,upper,0.06996001638756841
9355,Chur (GR),2021-07-10,B.1.351,upper,0.08647165930337364
9356,Chur (GR),2021-07-10,B.1.617.1,upper,0.15604247459122791
9357,Chur (GR),2021-07-10,B.1.617.2,upper,0.9035226763576578
9358,Chur (GR),2021-07-10,P.1,upper,0.037640267804594625
9359,Chur (GR),2021-07-10,undetermined,upper,0.2160897239988642
9360,Chur (GR),2021-07-11,B.1.1.7,upper,0.05911325167503123
9361,Chur (GR),2021-07-11,B.1.351,upper,0.07602479827056666
9362,Chur (GR),2021-07-11,B.1.617.1,upper,0.15311421618307336
9363,Chur (GR),2021-07-11,B.1.617.2,upper,0.9123656828756532
9364,Chur (GR),2021-07-11,P.1,upper,0.03279412754085405
9365,Chur (GR),2021-07-11,undetermined,upper,0.1918303514473957
9366,Chur (GR),2021-07-12,B.1.1.7,upper,0.047684120580301505
9367,Chur (GR),2021-07-12,B.1.351,upper,0.06398669493530407
9368,Chur (GR),2021-07-12,B.1.617.1,upper,0.1529040262249861
9369,Chur (GR),2021-07-12,B.1.617.2,upper,0.9190315232063747
9370,Chur (GR),2021-07-12,P.1,upper,0.027465239790525002
9371,Chur (GR),2021-07-12,undetermined,upper,0.1680903515589405
